0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
1.0,1.0,1.0,0.835,1.0,1.0,0.7,0.7,1.0,0.733,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.733,1.0,1.0,1.0,0.7352,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.806,0.733,1.0,1.0,0.733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5966,0.8,1.0,0.667,0.7,1.0,0.7352,1.0,1.0,1.0,0.733,1.0,0.7352,1.0,1.0,1.0,0.733,1.0,1.0,1.0,1.0,0.733,1.0,0.733,1.0,1.0,1.0,1.0,1.0,1.0,0.786,1.0,1.0,1.0,1.0,1.0,1.0,0.8442,1.0,0.7345,0.762,1.0,1.0,1.0,1.0,0.802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,0.733,1.0,1.0,1.0,0.733,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0
0.667,0.679,0.7,0.7869,0.667,1.0,1.0,1.0,0.633,1.0,1.0,0.0,0.667,0.667,0.7,1.0,0.667,1.0,1.0,0.667,0.667,1.0,1.0,0.679,1.0,0.694,0.667,0.679,1.0,0.667,0.714,0.679,1.0,1.0,0.667,0.667,0.667,0.817,0.667,0.7176,0.711,1.0,1.0,1.0,1.0,0.5883,0.6428,1.0,0.667,0.5883,0.7176,0.667,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.714,0.6774,0.5915,1.0,1.0,0.667,1.0,0.667,1.0,1.0,1.0,0.5883,0.7,0.714,0.667,0.679,1.0,1.0,1.0,0.667,0.679,0.6675,1.0,1.0,1.0,1.0,1.0,0.6293,1.0,0.711,0.694,1.0,1.0,1.0,1.0,0.667,0.5805,0.694,0.5935,0.7691,1.0,0.7154,1.0,1.0,1.0,1.0,1.0,0.667,0.667,1.0,1.0,0.667,0.667,1.0,0.667,0.7,1.0,0.667,0.667,1.0,0.679,0.7,1.0
0.6816,1.0,0.733,0.5715,1.0,1.0,0.667,0.667,0.6672,0.643,1.0,0.667,0.0,0.643,0.733,0.667,0.667,0.667,0.667,0.667,0.6745,1.0,0.733,0.639,1.0,0.644,0.6677,0.668,0.643,0.6677,0.6705,1.0,0.667,1.0,1.0,1.0,0.667,0.721,1.0,0.679,0.7178,1.0,0.733,0.667,1.0,0.733,0.6774,0.733,0.667,0.733,0.639,0.667,1.0,1.0,1.0,0.9,0.733,0.667,1.0,0.643,0.674,0.643,0.756,0.643,1.0,1.0,0.694,0.643,1.0,0.643,1.0,0.733,1.0,0.6705,0.643,1.0,0.643,0.667,0.733,0.6824,1.0,0.639,0.7,0.644,0.667,1.0,0.643,0.586,1.0,0.688,1.0,1.0,0.643,1.0,1.0,1.0,0.6028,0.644,0.657,0.7125,0.733,0.6777,1.0,0.9,1.0,0.9,0.733,0.667,0.667,0.733,0.643,0.643,0.643,1.0,0.667,0.733,0.6816,0.667,0.667,1.0,0.639,0.733,1.0
0.667,1.0,0.733,0.7148,0.643,0.733,1.0,1.0,0.667,1.0,1.0,0.667,0.643,0.0,0.733,1.0,0.6824,1.0,1.0,0.6774,0.6745,0.6816,0.733,1.0,1.0,0.6951,0.643,0.639,1.0,0.6715,0.6282,1.0,1.0,0.6816,0.6824,0.667,0.6816,0.751,0.667,0.6784,0.6781,0.643,1.0,1.0,0.643,0.7352,0.667,0.733,0.6824,0.733,0.6784,0.667,0.733,1.0,1.0,1.0,0.733,1.0,1.0,1.0,0.619,0.6715,0.5905,0.643,1.0,0.6662,0.644,0.6719,0.6816,0.6677,0.733,0.7352,1.0,0.333,0.6719,0.639,0.643,1.0,1.0,0.667,0.6777,0.668,0.5715,1.0,1.0,1.0,1.0,0.586,0.667,0.688,0.644,1.0,1.0,1.0,1.0,0.6702,0.6266,0.644,0.6819,0.7066,0.733,0.639,0.643,1.0,0.643,1.0,1.0,0.667,0.667,0.733,1.0,0.643,0.643,0.639,0.643,0.733,1.0,0.667,0.667,1.0,0.6705,0.733,1.0
0.7,1.0,0.667,0.6415,1.0,1.0,1.0,1.0,0.717,1.0,1.0,0.7,0.733,0.733,0.0,0.7,0.7,1.0,1.0,0.7,0.717,1.0,1.0,1.0,1.0,0.786,0.733,0.8,1.0,0.733,0.762,1.0,1.0,1.0,1.0,1.0,0.7,0.9046,1.0,0.762,1.0,1.0,1.0,1.0,1.0,0.667,0.7,1.0,0.7,0.667,0.762,0.7,1.0,1.0,0.762,1.0,0.667,1.0,0.7,1.0,0.8077,0.7,0.6,1.0,1.0,1.0,1.0,0.733,1.0,1.0,1.0,0.667,1.0,0.762,0.733,1.0,1.0,1.0,1.0,0.7,1.0,0.8078,1.0,1.0,1.0,1.0,1.0,0.619,1.0,0.806,1.0,0.733,1.0,0.762,0.733,1.0,0.591,1.0,0.621,0.822,1.0,0.762,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.733,0.7299,1.0,0.733,0.667,1.0,0.7,0.5471,1.0,0.762,0.667,1.0
1.0,0.679,1.0,0.5995,1.0,1.0,0.667,0.6333,1.0,1.0,1.0,1.0,0.667,1.0,0.7,0.0,0.667,0.667,1.0,0.667,1.0,1.0,1.0,0.679,1.0,0.694,0.667,0.6563,0.667,0.6816,1.0,0.679,0.667,1.0,1.0,1.0,0.667,0.8032,1.0,0.679,0.711,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.679,0.667,1.0,1.0,0.7183,0.833,1.0,0.6333,0.6,0.667,0.7154,0.667,0.733,0.6816,0.7,1.0,0.694,0.667,1.0,0.667,1.0,1.0,1.0,1.0,1.0,0.679,0.667,0.667,1.0,1.0,1.0,0.7154,0.6014,0.694,1.0,1.0,1.0,0.5955,1.0,1.0,1.0,0.667,0.667,0.679,0.667,1.0,0.72,1.0,0.7848,0.7804,1.0,0.679,0.667,0.833,0.667,1.0,0.7,0.667,0.667,1.0,1.0,0.667,0.6816,0.679,0.6816,1.0,0.641,1.0,0.667,0.667,0.679,1.0,0.667
0.667,0.679,0.7,0.742,0.667,0.7,1.0,0.667,0.667,1.0,1.0,0.667,0.667,0.6824,0.7,0.667,0.0,1.0,1.0,0.292,0.6622,0.667,0.7,0.679,1.0,0.7418,0.6774,0.7183,1.0,0.5436,0.7154,0.679,1.0,0.667,0.667,0.667,0.222,0.7945,1.0,0.7121,0.711,0.667,1.0,1.0,1.0,0.7,0.667,1.0,0.6,0.7,0.6698,0.667,0.7,1.0,0.679,1.0,0.7,0.667,0.667,1.0,0.7154,0.667,0.5915,0.6816,0.7,0.667,0.694,0.6774,0.667,0.667,0.7,0.7,1.0,0.7154,0.6816,0.7121,0.667,0.667,1.0,0.667,0.679,0.7176,0.6715,1.0,1.0,1.0,1.0,0.643,0.667,0.7704,1.0,1.0,1.0,1.0,1.0,0.667,0.5794,1.0,0.7607,0.8009,1.0,0.7172,0.6798,1.0,0.6816,1.0,0.7,0.667,0.667,1.0,1.0,0.6816,0.6824,0.7154,0.6816,0.7,0.667,0.667,0.667,0.667,0.7176,0.7,0.667
1.0,0.679,1.0,1.0,1.0,1.0,0.6,0.667,1.0,1.0,0.7,1.0,0.667,1.0,1.0,0.667,1.0,0.0,0.667,1.0,1.0,1.0,1.0,1.0,0.6798,1.0,1.0,0.679,0.5682,0.667,1.0,0.679,0.6225,1.0,1.0,1.0,1.0,0.742,1.0,0.679,0.711,0.6785,1.0,0.667,0.667,1.0,1.0,0.7,1.0,1.0,1.0,0.667,1.0,0.667,0.7183,0.833,1.0,0.667,0.667,0.667,0.679,1.0,0.733,0.667,1.0,0.667,0.694,1.0,0.667,0.667,0.7,1.0,1.0,1.0,1.0,1.0,0.6774,1.0,1.0,1.0,1.0,1.0,0.683,0.7217,1.0,1.0,1.0,1.0,1.0,1.0,0.7336,0.667,0.6774,1.0,1.0,0.667,1.0,1.0,0.7676,0.727,1.0,1.0,1.0,0.833,0.667,1.0,1.0,0.667,0.667,1.0,0.6816,1.0,1.0,1.0,0.667,1.0,0.667,1.0,1.0,0.667,1.0,1.0,0.667
0.6,0.679,0.7,0.7718,0.667,0.7,0.667,1.0,0.667,0.6824,1.0,1.0,0.667,1.0,1.0,1.0,1.0,0.667,0.0,1.0,0.6774,1.0,0.7,0.7183,0.6798,1.0,0.667,0.679,0.667,1.0,0.7154,0.709,0.667,1.0,0.667,1.0,1.0,0.6065,1.0,0.679,0.711,0.667,0.5883,0.292,1.0,1.0,0.667,1.0,0.667,1.0,0.679,0.667,0.7,0.667,0.679,1.0,1.0,1.0,0.667,0.667,1.0,0.667,0.578,1.0,0.7,1.0,1.0,0.667,0.667,1.0,0.7,1.0,1.0,0.679,1.0,0.679,1.0,1.0,1.0,1.0,0.679,1.0,1.0,0.7472,1.0,1.0,0.6816,0.5955,1.0,1.0,0.694,0.667,1.0,1.0,0.667,0.667,0.604,0.694,0.7405,0.727,1.0,0.679,1.0,1.0,0.667,1.0,1.0,1.0,1.0,1.0,0.6816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.667,1.0,1.0,0.667
0.667,0.679,0.7,0.742,0.667,0.7,1.0,0.667,0.667,1.0,1.0,0.667,0.667,0.6774,0.7,0.667,0.292,1.0,1.0,0.0,0.6574,0.667,0.7,0.679,1.0,0.714,0.667,0.7176,1.0,0.4,0.7176,0.679,1.0,0.667,0.667,0.667,0.083,0.8087,1.0,0.7183,0.711,0.667,1.0,1.0,1.0,0.7,0.667,1.0,0.6428,0.7,0.6,0.667,0.7,1.0,0.679,1.0,0.7,0.667,0.667,1.0,0.7176,0.667,0.5915,0.6774,0.7,0.667,0.694,0.667,0.667,0.667,0.7,0.7,1.0,0.7176,0.6824,0.7176,0.667,0.667,1.0,0.667,0.679,0.714,0.65,1.0,1.0,1.0,1.0,0.6371,0.667,0.7498,1.0,1.0,1.0,1.0,1.0,0.667,0.5072,1.0,0.762,0.8359,1.0,0.7183,0.6816,1.0,0.6774,1.0,0.7,0.667,0.667,1.0,1.0,0.6774,0.6816,0.714,0.6774,0.7,0.667,0.667,0.667,0.667,0.714,0.7,0.667
