0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
0.0,0.7635,0.0,0.3136,0.0,0.0,0.7556,0.7556,0.4044,0.3973,0.7746,0.0,0.3419,0.0,0.0,0.7556,0.0,0.7556,0.0,0.0,0.3484,0.7556,0.0,0.3511,0.0,0.0,0.2765,0.4481,0.7556,0.0,0.5064,0.0,0.7556,0.7556,0.0,0.7556,0.0,0.298,0.7556,0.433,0.0,0.7556,0.3683,0.4108,0.7556,0.0,0.2651,0.7746,0.2651,0.0,0.433,0.4108,0.0,0.0,0.7635,0.8367,0.0,0.7556,0.7556,0.0,0.0,0.4234,0.5391,0.7556,0.0,0.7556,0.7746,0.2765,0.7556,0.7556,0.7746,0.0,0.7746,0.433,0.0,0.0,0.7556,0.7556,0.7746,0.0,0.0,0.0,0.7655,0.0,0.7556,0.7746,0.3419,0.6375,0.7556,0.0,0.7746,0.7556,0.7556,0.7635,0.0,0.7556,0.5464,0.0,0.5758,0.484,0.7746,0.3511,0.7556,0.8367,0.7556,0.8367,0.7746,0.0,0.0,0.7746,0.0,0.0,0.0,0.7635,0.0,0.0,0.7556,0.0,0.0,0.7556,0.0,0.0,0.7556
0.7635,0.0,0.8019,0.2781,0.0,0.8019,0.0,0.0,0.0,0.7457,0.8019,0.0,0.7457,0.7457,0.8019,0.0,0.0,0.0,0.0,0.0,0.7543,0.7635,0.8019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7382,0.1407,0.0,0.0,0.7635,0.0,0.0,0.5545,0.0,0.0,0.7423,0.0,0.8019,0.0,0.7457,0.8019,0.0,0.8019,0.7635,0.0,0.0,0.7635,0.8019,0.7635,0.4147,0.8729,0.8019,0.0,0.433,0.7457,0.7382,0.7457,0.7975,0.0,0.0,0.7457,0.7382,0.0,0.0,0.7457,0.0,0.8019,0.3021,0.7382,0.7457,0.2739,0.7457,0.0,0.8019,0.7635,0.0,0.0,0.0,0.0,0.7635,0.8019,0.7457,0.3559,0.0,0.0,0.0,0.3742,0.7457,0.7382,0.7457,0.4345,0.0,0.7382,0.0,0.0,0.8019,0.39,0.0,0.8729,0.3948,0.8729,0.0,0.7635,0.7635,0.8019,0.0,0.0,0.0,0.0,0.0,0.8019,0.0,0.7635,0.0,0.3911,0.0,0.0,0.0
0.0,0.8019,0.0,0.0,0.0,0.0,0.7746,0.7746,0.2852,0.0,0.7746,0.0,0.0,0.0,0.0,0.7746,0.0,0.7746,0.0,0.0,0.3037,0.7746,0.7746,0.0,0.0,0.0,0.2852,0.4772,0.7868,0.0,0.4329,0.0,0.7746,0.7746,0.0,0.7746,0.0,0.3178,0.7746,0.461,0.8301,0.7868,0.0,0.0,0.7868,0.0,0.0,0.7746,0.2484,0.0,0.461,0.3953,0.0,0.0,0.8019,0.8167,0.0,0.7746,0.7746,0.0,0.0,0.4402,0.536,0.7868,0.0,0.7868,0.8167,0.2852,0.7746,0.7868,0.7746,0.0,0.7746,0.0,0.0,0.0,0.7868,0.7746,0.7746,0.0,0.0,0.0,0.7746,0.0,0.7746,0.7746,0.0,0.6615,0.7746,0.0,0.8167,0.7868,0.7868,0.8019,0.0,0.7868,0.5454,0.8167,0.6091,0.5185,0.7746,0.0,0.7868,0.8167,0.7868,0.8167,0.7746,0.0,0.0,0.7746,0.7868,0.0,0.0,0.8019,0.0,0.0,0.7746,0.0,0.0,0.7746,0.0,0.0,0.7868
0.3136,0.2781,0.0,0.0,0.5328,0.4868,0.0,0.0,0.3396,0.464,0.0,0.4558,0.567,0.4339,0.6257,0.5912,0.0,0.8081,0.3136,0.0,0.4208,0.0,0.3341,0.4985,0.0,0.0,0.0,0.2894,0.0,0.0,0.5772,0.3967,0.0,0.3714,0.592,0.429,0.0,0.5163,0.0,0.5569,0.5257,0.0,0.3341,0.3235,0.7772,0.0,0.3235,0.8521,0.4558,0.0,0.5528,0.0,0.4583,0.4558,0.1933,0.9138,0.0,0.0,0.5912,0.3876,0.4847,0.5119,0.6107,0.3876,0.0,0.4648,0.0,0.0,0.0,0.3876,0.0,0.0,0.0,0.4776,0.4086,0.5569,0.0,0.8081,0.8521,0.8081,0.5132,0.5007,0.6058,0.0,0.8081,0.8521,0.2819,0.1822,0.0,0.2672,0.3987,0.567,0.0,0.2987,0.3088,0.4339,0.5588,0.2918,0.501,0.5292,0.8521,0.2356,0.0,0.9138,0.0,0.9138,0.8521,0.0,0.0,0.8521,0.567,0.7772,0.567,0.0,0.0,0.8521,0.8081,0.0,0.0,0.0,0.7563,0.0,0.7772
0.0,0.0,0.0,0.5328,0.0,0.0,0.7556,0.7556,0.2374,0.0,0.7868,0.0,0.7457,0.0,0.7868,0.7556,0.0,0.7556,0.0,0.0,0.2926,0.0,0.0,0.3948,0.0,0.0,0.0,0.0,0.7457,0.0,0.3948,0.4198,0.7556,0.0,0.0,0.0,0.0,0.4271,0.7556,0.4648,0.0,0.0,0.0,0.0,0.7457,0.7868,0.0,0.7868,0.0,0.0,0.4991,0.0,0.3539,0.0,0.7457,0.8562,0.7868,0.7556,0.7556,0.0,0.0,0.0,0.5766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868,0.0,0.0,0.0,0.5105,0.0,0.7556,0.7868,0.7556,0.3337,0.0,0.567,0.0,0.7556,0.7868,0.0,0.5319,0.0,0.0,0.751,0.7457,0.7457,0.7457,0.0,0.3395,0.5078,0.751,0.5301,0.4304,0.7868,0.0,0.0,0.8562,0.0,0.8562,0.7868,0.7556,0.7556,0.7868,0.7457,0.7457,0.7457,0.0,0.7457,0.7868,0.7556,0.7556,0.7556,0.7556,0.7457,0.7868,0.7457
0.0,0.8019,0.0,0.4868,0.0,0.0,0.7746,0.7746,0.5775,0.0,0.7746,0.7746,0.7868,0.0,0.7746,0.7746,0.0,0.7746,0.0,0.0,0.3037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868,0.0,0.4329,0.0,0.7746,0.0,0.0,0.0,0.0,0.3375,0.7746,0.373,0.0,0.0,0.0,0.0,0.7868,0.7746,0.7746,0.7746,0.0,0.7746,0.461,0.0,0.167,0.0,0.8019,0.8167,0.7746,0.7746,0.7746,0.0,0.0,0.0,0.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7746,0.7746,0.0,0.0,0.461,0.0,0.7746,0.7746,0.7746,0.373,0.8019,0.5701,0.0,0.7746,0.7746,0.0,0.6075,0.0,0.0,0.8167,0.7868,0.7868,0.8019,0.0,0.0,0.5197,0.8167,0.588,0.4843,0.7746,0.8019,0.0,0.8167,0.0,0.8167,0.7746,0.7746,0.7746,0.7746,0.7868,0.7868,0.7868,0.0,0.7868,0.7746,0.7746,0.7746,0.7746,0.7746,0.8019,0.7746,0.7868
0.7556,0.0,0.7746,0.0,0.7556,0.7746,0.0,0.0,0.7556,0.0,0.0,0.7556,0.0,0.7556,0.7746,0.0,0.7556,0.0,0.0,0.7556,0.7556,0.7556,0.7746,0.7635,0.0,0.7746,0.7556,0.0,0.4549,0.0,0.7635,0.0,0.222,0.7556,0.7556,0.7556,0.7556,0.0,0.7556,0.0,0.3637,0.0,0.7746,0.0,0.7556,0.7746,0.7556,0.0,0.7556,0.7746,0.7635,0.0,0.7746,0.0,0.2847,0.0,0.0,0.2651,0.0,0.0,0.0,0.7556,0.0,0.0,0.7746,0.0,0.0,0.7556,0.0,0.0,0.0,0.7746,0.7746,0.7635,0.0,0.7635,0.0,0.7556,0.7746,0.7556,0.7635,0.7635,0.0,0.4657,0.7556,0.7746,0.7556,0.7925,0.7556,0.7861,0.4726,0.0,0.2765,0.0,0.7556,0.0,0.7836,0.7746,0.4124,0.0,0.7746,0.7635,0.7556,0.0,0.0,0.8367,0.7746,0.0,0.0,0.7746,0.0,0.7556,0.7556,0.7635,0.0,0.7746,0.0,0.0,0.7556,0.0,0.7635,0.7746,0.0
0.7556,0.0,0.7746,0.0,0.7556,0.7746,0.0,0.0,0.7556,0.0,0.0,0.7556,0.0,0.7556,0.7746,0.3295,0.0,0.0,0.7556,0.0,0.7556,0.7556,0.7746,0.0,0.7556,0.0,0.0,0.433,0.4234,0.3973,0.7635,0.0,0.3848,0.7556,0.7556,0.7556,0.0,0.0,0.7556,0.0,0.3637,0.7556,0.7746,0.7556,0.7556,0.7746,0.7556,0.0,0.7556,0.7746,0.0,0.0,0.7746,0.0,0.433,0.0,0.0,0.222,0.0,0.0,0.0,0.7556,0.0,0.0,0.0,0.0,0.0,0.0,0.7556,0.0,0.7746,0.7746,0.7746,0.7635,0.0,0.0,0.0,0.0,0.7746,0.7556,0.7635,0.0,0.3766,0.0,0.7556,0.7746,0.7556,0.5878,0.7556,0.7861,0.0,0.7556,0.2765,0.0,0.7556,0.7556,0.0,0.7746,0.4235,0.4519,0.7746,0.0,0.0,0.0,0.0,0.8367,0.0,0.0,0.0,0.7746,0.7556,0.0,0.0,0.0,0.0,0.7746,0.4108,0.0,0.7556,0.0,0.0,0.7746,0.0
0.4044,0.0,0.2852,0.3396,0.2374,0.5775,0.7556,0.7556,0.0,0.0,0.781,0.0,0.2915,0.0,0.0,0.7556,0.0,0.7556,0.0,0.0,0.2751,0.5563,0.5745,0.4337,0.5509,0.1978,0.2926,0.239,0.7503,0.0,0.0,0.3036,0.7556,0.5563,0.5563,0.0,0.0,0.0,0.7556,0.3115,0.0,0.7503,0.0,0.0,0.5509,0.0,0.4061,0.5775,0.2941,0.3911,0.3115,0.1949,0.5775,0.5563,0.7543,0.8468,0.0,0.7556,0.7556,0.5509,0.0,0.1944,0.5067,0.7503,0.5775,0.7503,0.7629,0.3337,0.5563,0.5509,0.781,0.0,0.0,0.0,0.0,0.2941,0.7503,0.7556,0.781,0.0,0.3092,0.3797,0.7727,0.5577,0.7556,0.781,0.0,0.5158,0.7556,0.0,0.7629,0.7503,0.7503,0.7543,0.5509,0.2753,0.5139,0.5608,0.5554,0.2852,0.5775,0.4272,0.7503,0.8468,0.7503,0.8468,0.781,0.0,0.0,0.5775,0.5527,0.0,0.0,0.7543,0.0,0.0,0.7556,0.0,0.0,0.7556,0.2941,0.0,0.7503
0.3973,0.7457,0.0,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7556,0.0,0.7457,0.7868,0.7556,0.7556,0.7556,0.3973,0.7556,0.0,0.7556,0.0,0.4345,0.0,0.751,0.0,0.0,0.0,0.7457,0.3948,0.0,0.0,0.7556,0.0,0.7556,0.7556,0.5718,0.0,0.0,0.2825,0.7457,0.0,0.2765,0.7457,0.7868,0.0,0.7868,0.0,0.7868,0.0,0.0,0.0,0.4385,0.0,0.8562,0.0,0.0,0.7556,0.3936,0.7457,0.0,0.5766,0.0,0.0,0.0,0.751,0.0,0.7556,0.0,0.7868,0.7868,0.7868,0.0,0.0,0.0,0.7457,0.7556,0.7868,0.7556,0.0,0.7457,0.7714,0.0,0.7556,0.0,0.3395,0.5797,0.0,0.7589,0.0,0.7457,0.0,0.0,0.0,0.7457,0.618,0.0,0.2874,0.0,0.7868,0.2767,0.7457,0.8562,0.7457,0.8562,0.7868,0.0,0.0,0.7868,0.0,0.7457,0.7457,0.7457,0.0,0.7868,0.7556,0.0,0.7556,0.7556,0.7457,0.7868,0.7457
